"beta_hat","beta","gamma","sigma","distribution","g","r"
3.86254756954527,4,0.5,0.5,"normal",34,29
3.85401811150406,4,0.5,0.5,"normal",34,29
4.02417047582656,4,0.5,0.5,"normal",34,29
4.00998619182019,4,0.5,0.5,"normal",34,29
4.13766576151441,4,0.5,0.5,"normal",34,29
3.80407155136823,4,0.5,0.5,"normal",34,29
3.99235317555497,4,0.5,0.5,"normal",34,29
4.21762662823447,4,0.5,0.5,"normal",34,29
3.95871561742229,4,0.5,0.5,"normal",34,29
4.08166244294878,4,0.5,0.5,"normal",34,29
3.82114052698616,4,0.5,0.5,"normal",34,29
4.35647043542329,4,0.5,0.5,"normal",34,29
3.68826042694473,4,0.5,0.5,"normal",34,29
3.83148890613674,4,0.5,0.5,"normal",34,29
4.12631821391244,4,0.5,0.5,"normal",34,29
3.62236604604978,4,0.5,0.5,"normal",34,29
3.95727484406211,4,0.5,0.5,"normal",36,28
4.28969786574335,4,0.5,0.5,"normal",36,28
4.2452439654906,4,0.5,0.5,"normal",36,28
3.94365326566338,4,0.5,0.5,"normal",36,28
4.26141768517787,4,0.5,0.5,"normal",36,28
4.05987874558217,4,0.5,0.5,"normal",36,28
3.35617960191139,4,0.5,0.5,"normal",36,28
3.77592393501202,4,0.5,0.5,"normal",36,28
4.09636722507944,4,0.5,0.5,"normal",36,28
4.17491971206717,4,0.5,0.5,"normal",36,28
3.55541359828231,4,0.5,0.5,"normal",36,28
3.88305912089229,4,0.5,0.5,"normal",36,28
4.02420269429785,4,0.5,0.5,"normal",36,28
4.21396797516792,4,0.5,0.5,"normal",36,28
4.1147800177244,4,0.5,0.5,"normal",36,28
3.97535660669407,4,0.5,0.5,"normal",36,28
4.17037765487609,4,0.5,0.5,"normal",36,28
4.14708762639319,4,0.5,0.5,"normal",36,28
3.91533873259712,4,0.5,0.5,"normal",36,28
4.08771858231412,4,0.5,0.5,"normal",36,28
4.05361913744735,4,0.5,0.5,"normal",36,28
4.14179776099438,4,0.5,0.5,"normal",36,28
3.77117584481965,4,0.5,0.5,"normal",36,28
4.13036264191427,4,0.5,0.5,"normal",36,28
3.88428552952469,4,0.5,0.5,"normal",36,28
4.15061638899288,4,0.5,0.5,"normal",36,28
3.99778509053012,4,0.5,0.5,"normal",36,28
3.8589443753724,4,0.5,0.5,"normal",36,28
4.25049242158671,4,0.5,0.5,"normal",36,28
4.30145210057243,4,0.5,0.5,"normal",36,28
3.89925900150214,4,0.5,0.5,"normal",38,26
3.91787444151009,4,0.5,0.5,"normal",38,26
4.13812153706864,4,0.5,0.5,"normal",38,26
4.09996379204296,4,0.5,0.5,"normal",38,26
3.96832745547996,4,0.5,0.5,"normal",38,26
3.87933531070194,4,0.5,0.5,"normal",38,26
3.95304670187722,4,0.5,0.5,"normal",38,26
3.84276245082219,4,0.5,0.5,"normal",38,26
3.79756428713815,4,0.5,0.5,"normal",38,26
4.07723601765263,4,0.5,0.5,"normal",38,26
4.18250016643807,4,0.5,0.5,"normal",38,26
3.96596102697488,4,0.5,0.5,"normal",38,26
4.16948666481321,4,0.5,0.5,"normal",38,26
3.9272622228647,4,0.5,0.5,"normal",38,26
3.96496182212802,4,0.5,0.5,"normal",38,26
4.00146561262063,4,0.5,0.5,"normal",38,26
3.98952392196821,4,0.5,0.5,"normal",38,26
3.96129816569688,4,0.5,0.5,"normal",38,26
4.09022022640595,4,0.5,0.5,"normal",38,26
4.06679176440306,4,0.5,0.5,"normal",38,26
3.94784727691836,4,0.5,0.5,"normal",38,26
